source_id,source_title,relation_type,target,basis
VIRT-ASPLOS24-09,Last-Level Cache Side-Channel Attacks Are Feasible in the Modern Public Cloud,SAME_BRANCH,VIRT-ASPLOS24-10,"Both are ASPLOS 2024 attacks demonstrating that public-cloud multi-tenancy isolation (co-location, cache sharing) is weaker in practice than platform abstractions suggest."
VIRT-ASPLOS24-10,Everywhere All at Once: Co-Location Attacks on Public Cloud FaaS,SAME_BRANCH,VIRT-ASPLOS24-09,"Companion paper by the same authors; this establishes co-location, the other exploits it via LLC side channel."
VIRT-ASPLOS24-11,Loupe: Driving the Development of OS Compatibility Layers,USES_MECHANISM_FROM,OSv (unikernel),Loupe's headline case study retroactively analyzes OSv's Linux compatibility layer and shows it over-implemented syscalls relative to what its supported apps need.
VIRT-ASPLOS24-12,TrackFM: Far-out Compiler Support for a Far Memory World,CONTRASTS_WITH,VIRT-ASPLOS24-01,"Both concern memory-address handling for remote/virtualized resources, but TrackFM stays at compiler-instrumentation level with no new virtual-memory abstraction, unlike DMT's hardware-register-based translation layer."
VIRT-SC24-01,ParvaGPU: Efficient Spatial GPU Sharing for Large-Scale DNN Inference in Cloud E,USES_MECHANISM_FROM,NVIDIA Multi-Instance GPU (MIG) and Multi-Process Service (MPS),Paper explicitly builds its scheduler on top of these two existing NVIDIA GPU-sharing technologies rather than replacing them.
VIRT-SC24-02,Efficient Tensor Offloading for Large Deep-Learning Model Training based on Comp,SAME_BRANCH,CXL memory-pooling/disaggregation literature,"Extends CXL cache-coherence to accelerator-CPU tensor offload, a specific instance of the broader CXL memory-virtualization design space."
VIRT-HPDC24-01,ESG: Pipeline-Conscious Efficient Scheduling of DNN Workflows on Serverless Plat,SAME_BRANCH,VIRT-SC24-01,Both schedule serverless/inference workloads over NVIDIA MIG vGPU partitions rather than building a new GPU virtualization mechanism.
VIRT-HPDC24-02,DataStates-LLM: Lazy Asynchronous Checkpointing for Large Language Models,CONTRASTS_WITH,VM/container live-migration precopy checkpointing,"Both must move large, mutable-during-execution state asynchronously without stopping the workload; DataStates-LLM does this for training state instead of VM/container images."
VIRT-MIDDLEWARE24-02,vPIM: Processing-in-Memory Virtualization,SAME_BRANCH,SR-IOV / virtio device virtualization,Uses the same guest-frontend / VMM-backend virtio queue pattern as paravirtualized NIC/block device virtualization.
VIRT-MIDDLEWARE24-04,Guardian: Safe GPU Sharing in Multi-Tenant Environments,TRADEOFF_PAIR,NVIDIA MIG / MPS (hardware or driver-enforced GPU partitioning),"Both address unsafe GPU sharing, but Guardian achieves it in software (PTX instrumentation) with measured 4-12% overhead instead of hardware-partitioned isolation."
VIRT-MIDDLEWARE24-06,Menos: Split Fine-Tuning Large Language Models with Efficient GPU Memory Sharing,SAME_BRANCH,VIRT-MIDDLEWARE24-04,"Both are GPU spatial/temporal sharing mechanisms presented at the same Middleware 2024 GPU session, addressing memory-safety (Guardian) and memory-capacity (Menos) sides of GPU multi-tenancy respectively."
VIRT-MIDDLEWARE24-08,Near-Storage Processing in FaaS Environments with Funclets,USES_MECHANISM_FROM,"Faasm (Shillaker & Pietzuch, USENIX ATC 2020)",Funclets is built directly on the Faasm WebAssembly multi-tenant FaaS runtime and its existing sandboxing/threading model.
VIRT-MIDDLEWARE24-10,Privagic: automatic code partitioning with explicit secure typing,USES_MECHANISM_FROM,Intel SGX enclave isolation,Privagic's partitioned output places sensitive code/data inside an SGX enclave; SGX itself is the trusted-execution mechanism it builds on.
VIRT-MIDDLEWARE24-15,LightZone: Lightweight Hardware-Assisted In-Process Isolation for ARM64,ALTERNATIVE,VIRT-SOCC24-05,"uIO uses x86 Memory Protection Keys (plus an eBPF software fallback) to isolate an in-unikernel auxiliary-code context sharing the guest's address space; LightZone uses ARM64 TTBR/PAN switching to isolate domains within an ordinary multi-threaded process -- alternative hardware primitives for the same in-process-isolation-domain problem, on different ISAs and host environments."
VIRT-MIDDLEWARE24-15,LightZone: Lightweight Hardware-Assisted In-Process Isolation for ARM64,CONTRASTS_WITH,Intel MPK / VMFUNC-based in-process isolation (e.g. sMVX),The paper explicitly frames ARM64 as lacking a native equivalent to Intel VMFUNC/MPK and designs TTBR+PAN switching to fill that gap; a direct cross-ISA contrast for the same isolation-domain-count/switch-cost design point.
VIRT-CCGRID24-02,Tackling Memory Footprint Expansion During Live Migration of Virtual Machines,SAME_BRANCH,VIRT-CCGRID24-03,"Both papers, by the same Binghamton group, address sharing-awareness in live migration; VIRT-CCGRID24-03 is the Doctoral Symposium presentation of directly-related work on multi-VM live migration memory sharing."
VIRT-CCGRID24-03,Incorporating Memory Sharing-awareness in Multi-VM Live Migration,EXTENSION,VIRT-CCGRID24-02,"Explicitly generalizes the single-VM sharing-aware live migration mechanism to the multi-VM migration setting, per title and shared authorship."
VIRT-MICRO24-15,IvLeague: Side Channel-resistant Secure Architectures Using Isolated Domains of ,SAME_BRANCH,VIRT-MICRO24-04,Both fix a shared/central management or metadata structure (EMS mailbox vs integrity-tree) that leaks information across otherwise-isolated enclave/TEE domains on the same physical processor.
VIRT-MICRO24-15,IvLeague: Side Channel-resistant Secure Architectures Using Isolated Domains of ,SAME_BRANCH,VIRT-HPCA24-01,Both extend SGX-class enclave isolation with a new structural mechanism (data enclaves vs TreeLings) addressing a limitation of the stock SGX integrity/sharing model.
VIRT-MICRO24-16,Veiled Pathways: Investigating Covert and Side Channels Within GPU Uncore,CONTRASTS_WITH,VIRT-MICRO24-07,"STAR improves a shared GPU structure (L3 TLB) within MIG's isolation model for performance; Veiled Pathways shows other shared, unpartitioned GPU uncore structures (PCIe, codec engines, DRAM frequency control) break that same isolation model for security -- two views of what MIG does and does not actually partition."
VIRT-MICRO24-17,Mosaic: Harnessing the Micro-Architectural Resources of Servers in Serverless En,SAME_BRANCH,VIRT-MICRO24-07,Both partition a normally-shared microarchitectural structure (L3 TLB for MIG GPU instances; L2/LLC/TLB/BTB for serverless functions) to give genuine per-tenant isolation/state retention within an existing multi-tenancy model.
